message,classification
"rt @user chega a dar um alívio quando ele abre a porta, racista fdp https://t.co/vfdqm7op33",1
so tem petistas aqui agora kkk,0
esse nem o capeta quer. hahah,1
"pdt cumprindo a sua obrigação com a república! conseguimos uma liminar na justiça, numa ação de nossa iniciativa, proibindo sérgio moro de praticar a suprema arbitrariedade de destruir provas que amanhã possam eventualmente demonstrar a sua responsabilidade em possíveis crimes. https://t.co/wbx6sct6ip",0
rt @user hoje eu só quero ver a coça que a maria da paz vai dar na piranha da filha dela,1
representou. como sempre!,0
as vamos vencer. confiaremos em deus e tudo vai dar certo,0
rt @user esquerda canalha! https://t.co/ufuf9ep5yj,1
“tinha tudo pra dar certo” hahahahaha os cara até na hora de se arrepender não economizam na vergonha alheia,0
eu simplesmente odeio falar de mim pra uma pessoa que n茫o me fala dela. me sinto totalmente vulner谩vel,0
"rt @user botei ketchup na pizza!
cad锚 quem 茅 o paulista que eu tenho que sair no soco 馃憠馃憠",1
"amora : pq tem uma piranha no guarda roupa? e não tô falando de mim 
eu: mas amiga eu tô na cama 

é aquilo 
tem que assumir a piranhagem",1
"#turmafeiravizinho eu tenho um vizinho de merda que ficava usando a minha vaga da garagem na cara dura, por mais que eu tenha pedido para ele parar o desgraçado continuava. um dia minha mãe veio me visitar e a vaga estava ocupada, e como ela já tinha perdido a paciência, ela foi.",1
lamentável tudo isso. se a vontade é servir o país e mudar a realidade do povo.,0
@user @user @user @user @user  3 resistente vagabundo que odeiam trabalhar,1
"@user caralho, n entendi sua mãe, ficou p e r f e i t o. queria muito ter coragem pra cortar o cabelo assim, ficou maravilhoso demais em ti",1
@user horrível!,1
moro coloca este bandido na cadeia por favor . cadê os filhos dele que não apareceu pra encontrar o pai ?,1
"@user tanta uns pagode, vou tá assistindo por alguma live, afinal, vocês não vem na porto seguro ba fazer show",0
jesus misericórdia,0
tem que pegar o cara que escreveu essa matéria a dar um taca nesse verme. bater nele até ele perder o caminho de casa. prender ele na cadeia e quando soltar ele lá dizer que ele estuprador aí ele vai aprender a dar valor.,1
"corrupta, formiga e ladrão tem em todo lugar, até na onu.",1
esse wey é que nem eu a foder...se não fazes careta durante a foda então não está a te cuiar ,1
caralho mano olha essa garota,1
mano isso é ridículokkkkkkkkk,0
"dia do chacal

fiquei muito puta",0
@user pensei nisso tbm. fdp corria demais. me amarrava nele,0
"""vc precisa engordar"" e vc acha q eu nao sei filha da puta",1
cade a poc que disse que a mara não faz nada. cadê????? cadê vc poc lazarenta!!! #voleinosportv,1
@user pega a visão dos cria porra,1
"@user soltem um áudio bem cabeludo.

",0
sábadou com s de só tomo no cu,1
"ai ganharam, nunca critiquei  nem xinguei durante o jogo  falando sério agora, parabéns pras meninas, jogaram bem, mas tem que melhorar muito! e parabéns pras meninas da república dominicana, que jogaram pra caralho também ",0
miseravel e isso que ele.que guerra sivil.no brasil .tem que ficar preso esse infeliz.,1
@user um xose smp é bom pra digestão né cumpadi vai nela burro,1
"@user @user jandirao, lixo é vc e seus capachos do pc do b",1
rt @user aí mano que ridículo ficar roubando coisa dos outros né?! consciência de psycho essa daí...,1
grupo espalha outdoors por joão pessoa com críticas a moro e dallagnol: 'justiça não se faz com trapaças' - polêmica paraíba https://t.co/u5y9nuhdsz,0
e ela é maravilhosa! muito linda!,0
@user kkkkkkkkkkkkkkkkkkk tu é maldito mlk,1
hetero? — claro q não https://t.co/nhaktfjjbl,0
"mas ontem eu vi isso e li os comentários pq tinham varias pessoas falando sobre e fui dormir morrendo de medo, ai de madrugada eu acordei do nada e levei um puta susto, sla eu pulei da cama como se alguém fosse me matar",0
"@fernandohaddadoficial então, queremos saber se já foi feita a correção da tabela do irpf pra esse ano? pq ano passado foi feita uma pequena correção e quem ganha até 2.640,00 (dois salários mínimos) ficou isento de pagar o ir e esse ano quem ganha 2.824,00 reais (dois salários mínimos) está isento de pagar o ir ou não foi feita a correção da tabela do irpf????",0
"iai? lo#ca dos gatos!? qual o argumento agora? os presos são da base do governo lule todos os âmbitos, de deputado federal a o tribunal de contas. piu! você irá ficar piu-piu. ",1
"épolíticabrasil entrevista psicopedagoga deborah araujo maia

dia 02/08 - épolíticabrasil com miguel carvalho está imperdível. vamos entrevistar a alfabetizadora e psicopedagoga deborah araujo maia, num bate-papo… https://t.co/r0yozdjbut",0
compartilhei  mas muitos não querem enxergar a realidade,0
só consigo pensar em como essa mina é linda puta que pariu,0
"sem talento, tem racista e homofobia no histórico, only corpo, quem discordar, discorde na sua casa",1
cala boca magda ,1
"@user ahhh eu sei falar algumas coisas em alemão úteis tipo ""vc é um pau no cu""",1
"@user você não ta, você é lindo pra caralho!!!!!",1
caralho que mukher oerfeita é essa????????????????????????????????????????? pqpp casa cmg,1
"@user só o flamerda pode contratar lixo europeu? os outros também podem, recalcado! ",1
"@user @user hoje faria, aquela vez eu ainda não conhecia esse mundo cão kkkkkkkkkkkkkkk quando ele falou que não me conhecia como porra nenhuma eu ia falar say my name!",0
esse é o verdadeiro futuro!! o melhor caminho para os nossos jovens!!,0
"os 14 anos do pt/lula/dilma de 2003 a 2016 , teve o maior crescimento de crimes violentos e assassinatos, onde se morreu mais negros, mulheres, pobres e minorias, eles têm culpa no cartório sim, por não fazer uma política de segurança pública eficiente.",1
"minha querida ministra, simplesmente obrigada por sua força, coragem é comprometimento. vc é um anjo",0
"antigamente eu tinha dinheiro p incomodar, hj em dia tenho nada e essas grts não me esquece porra",1
poxa disney olha o pr铆ncipe que vcs est茫o perdendo https://t.co/ymlgvorlyk,0
"@user dead by daylight 482h, brawlhalla 119h, terraria 132h, overwatch não sei, mas tenho bastante e lol muitas horas, muita mesmo ç-ç",0
@user daqui a pouco vai aparecer uns 8 advogados de defesa do mesmo lugar que vieram do adélio. quer apostar ?,0
falta 1 caralho,1
"@user @user porra, tendeu lo? é a lei da vida, nascer, crescer, namorar, ser corno, terminar, ter recaídas, perdoar, voltar, reproduzir, e ser feliz ( tentar pelo menos né ) kkkkkkkkkkkk",0
quando vai falar sobre o fundao eleitoral que vai prejudicar a saude e educacao?,0
"se a pessoa morrer? se ela estiver precisando de ajuda, ela não é digna de piedade? se ela não morrer então é drama? mas que porra de mundo",1
"acho a natália uma puta jogadora, sempre representando em quadra",0
"amigos de camará eu achei um brechó massa. 
brechó raiz, blusa por 5 minions, n esses brechós gourmet de instagram que te cobra $70 por algo que a pessoa pagou 3x menos",0
perceber que vc está triste para agradar alguem é um lixo,1
@user meu pinto,1
meu pai e o amigo dele metendo o pau no bolsonaro e no trump amo demais,1
"pqp, cadê a continuação desse mano a mano? ",0
caralho olha oq ponto,0
@user @user to falando no futuro porra,0
"rt @user se eu fosse essa mulher daria um socao no meio da cara desse garoto imundo
 https://t.co/c9mjeckqj7",1
old que blinkonce nao existe https://t.co/nxtwv3zqoe,0
rt @user @user @user lixo=cela quem esta nele é o lula babaca. https://t.co/fo063pufzf,1
rt @user se liga no tamanho que ficou o cu eu puto  https://t.co/kihez2d58h,1
"@user quem era esse demori antes desse crime de invasão de privacidade?

quem é esse demori agora?

nada antes e nada depois.

tudo igual.",0
"este vaga vagabundo está se achando. não tem que ter regalias, você é qualquer pessoa hoje,ainda pensa que manda .",1
filha da puta gata do caralho,1
teve um acidente feio aqui so pode,1
"votei em bolsonaro, mas tô vendo que quando o queiróz perder a paciência com vcs ele vai jogar o governo do bolsonaro na sargeta. a menos que vocês continuem alimentando a provável chantagem dele (óbvio que vocês nunca vão admitir que ele chantageia vcs). o tofolli ter ""segurado"" a onda do coaf já é prova de que um tá com o rabo preso com outro. e não adianta vir com discurso de apoiar o presidente cega e incondicionalmente: isso quem faz muito bem é a esquerda em relação à idolatria ao luladrão. não subestimem a inteligência de quem votou em bolsonaro achando que ele iria sempre se pautar pela verdade, ainda que doesse cortar na própria carne. flávio com certeza tem uma trêta muito séria com o queiroz, pois, se não tivesse não se comportaria como ele se comporta em relação ao caso.",1
"nortão:
taxista é rendido por assaltantes; veículo, dinheiro e celular levados

https://t.co/jpqtpksawf",0
"arrependimento de ter votado em você, se corrige não votando mais, vai ser oque eu vou fazer!!!",0
"a cada instante sakura precisava ser salva por alguém, sendo que desde o inicio ela demonstrou ser super inteligente e muito forte. porra kishimoto https://t.co/2z0y7rjcyg",1
@user @user @user @user @user @user @user saiam daqui caralho vao po privado,0
como esses que defendem conseguem explicar a morte da pequena agata?,0
rt @user @user nem parece aquela pequena que eu e a thayene ia pega pra passar o dia com agente  tu cresceu muito ,0
@user parece uma lacraia,0
"eu quero mudar a porra do meu cabelo, que inferno",1
que jogo do caralho meus amigos essas mulheres são fodas,1
"@user @user @user sim os dois não tem maturidade
mais o @user ganhar de imadura infantil d+ vey  
tem q chamar o gustavo para dá uma aula de maturidade pra o @user 
e chamar a emilly para dá uma aula pra virginia
pra virginia aprender se valorizar mais",0
fui dormir tarde p caralho assistindo série com o vinícius,0
"chega de vitimísmo, ela tá sendo usada pelo sistema, as falas são sempre as mesmas kkk coisa de esquerda né inflado sempre ódio... apesar de alguns erros o home é forte mesmo, continua levantando alguns vermes até la de fora do país...",1
ele veio trazer café pra mim mano pqp eu sou o cara mais sortudo do mundo,1
p fora porra #voleinaglobo,0
" já está disponível em nosso site a edição n° 17 (agosto/2019) do periódico slc - solução em licitações e contratos, que, aliás, está cada mês melhor.

confira nosso sumário!

https://t.co/qcgyfhdgb5

""se deus é por nós, quem será contra nós?"" (romanos 8:31b). https://t.co/9kerqxjb5i",0
mais ridiculo são os pais dessas crianças que se corrompem por dinheiro.acha graça em tudo o que ele diz.,1
"muito bom, ministro haddad! ",0
espírito de porco. quanto pior melhor para eles...,1
"@user a esquerda nunca quis dividir o brasil ?
acuse o bolsonaro do que vc faz e chame o bolsonaro do que vc é ! https://t.co/nwkwvjgkqy",0
rt @user esse novinho é profissional em mamar rola https://t.co/drktaazjm8,1
"rt @user perfeição define esse monumento, meu deus que homem lindo da porra mds, aaaaaaa  https://t.co/asznjinedn",1
rt @user realidade: ela tá cansada pra caralho quase morrendo e sem fôlego https://t.co/fvnjy6qo15,0
@user mas o que essas obras de arte estão fazendo fora do museu??? pqp amei,1
que puta sentimento lixo. quero sumir,0
"eu e o criador da rede social orkut, mr. orkut büyükkökten. passamos 3 dias em búzios com toda a equipe estrangeira e brasileira. foi convidada a estar com eles por ter usado o orkut para meu ativismo contra o abuso e exploração sexual infantil e... https://t.co/nvqolbqqqm",0
prezado meu pai dizia “ das palavras q falo sou escravo das que penso sou rei “! por favor escreva 2000000 vezes pra nunca mais esquecer e não prejudicar mais o nosso presidente em quem confiamos !,0
"realmente a situação é difícil, só vejo uma saída para essa candidatura, tentar uma vaga na câmara de vereadores e fazer um trampolim, pois, esperar 2 anos para recuperar um prestígio político é arriscado.",0
@user @user esse é um ladrão vagabundo,1
nem conto as vezes que fui assediada em uber,1
tinha que ser todos presos,1
seria mta ingratidão não lembrar do queiroz,0
parabéns! a entrevista na rádio guaíba também esteve muito boa. ,0
caralho mano no bom retiro,0
sou fã incondicional dos dois.,0
@user quando que vc viu um presidente fazer isso? nunca!!! votei 17 pra isso  . o problema é essa cambada de jornalistas que só querem o mal para o brasil. fuck them !!!,1
"vi umas fotos horríveis agr eu to chorando, o ser humano é um lixo ",0
o leilane cala essa boca suja greluda,1
"canalha,bandido falando em recuperar um país que ele destruiu,e alguns idiotas gritando,deve estar bêbado já.....",1
jogo ta feio tecnicamente aff,0
"stf com garras afiadas atacando a lava jato
""moraes determinou a suspensão imediata de procedimentos investigatórios instaurados na receita federal que atingiram ministros do stf e outras autoridades"" — https://t.co/fj9wh1vvgx",1
esse aí é o tal do presidente de vcs. esse aí é o que foi condenado por caixa 2s. ,1
"isso só mostra o quão irresponsável, egoista, e fracassada nossa sociedade é, deixar de ajudar pessoas, de dar a chance de uma nova vida, até porque não existe uma fila gigantesta para doação de órgãos pra pessoas que a vida depende disso né.. foda",0
"rt @user *momentos únicos do futebol*
torcida gritando andré",0
"aaaaah poderia ficar horas olhando a bolinho dormir.
sou muito tiete de uma criança",0
momento puta que pariu da semana !,0
o jean willis comendo brigadeiro na panela com a colher de pau auge,0
@user me segue de volta porra,1
@hudsonformiga garoto do bem ,0
"@user aaa sim, mas eu falo burro pelo jhonatan pq isso pode dar problema pra ele pq o acordo foi não expor a madah de nenhum jeito",1
pois é!,0
@user linda do caralho,1
"acho pouco, o sul elegeu esse imbecil, agora toma!",1
@joell2553 porra velho a sua tá dando pra outro e trocando sua geriátrica ,1
caralho perfeita,1
não gostei da comparação @carla.zambelli ....vc não precisa disso não...vou deixar de seguir por uns tempos,0
"eu não concordo que fiquem postando a foto do meu irmão em rede social, porra...",0
quem escreveu isso contra a ministra é uma verdadeira bicha enrustida um tremendo cortador de madeira pelo furico ,1
"patrocínio da esquerda internacional, não tem fim a verba.",0
jonny nao passo porra nenhuma to putassa,0
rt @user eu ficaria um nojo pqp  https://t.co/wvfhpltj8k,1
"@user tá com o cool na mão né? não tenhais medo, amigo! a pf está vindo",1
"o gringo perguntando para a chevrolet se ela ainda fábrica pick-up para heterossexuais kkkkkkk
ele esta certo, na última vez que eu fui para o paraná eu vi muitas s10 presas no atoleiro, enquanto os unos mille passavam se balançando todo mas passavam",1
"rt @user mulher sabe o que se passa na mente de outra mulher... se eu bater neurose meu amor, não é atoa, algo tem!!!",0
"@user eu também e todo mundo q me conhece me pergunta qq eu to fazendo no colégio militar, é a vida né",0
"@user simmmm, difícil kkkkk",0
rt @user tô tão feliz aaaaa,0
siiiimmm penso como você !!!!,0
@user parabéns flor  https://t.co/issgnftqdu,0
@user ridícula ,1
@user kkkkkkkkkk é um palhaço,0
"vc n é feio, vc só não usa os produtos jequiti",0
@user a lava jato estava chegando perto demais....,0
10 meses esperando esse carai de música,0
"@user @user chega de manifestações gerais pelo brasil, sob o risco de começarem a ficar ridículas e inócuas. mais exatamente, só resta uma manifestação: apenas em brasília, e em nenhum outro lugar. um milhão de pessoas em brasília gritando: fora stf! pec da bengala já!",0
a tal da inércia é uma desgraçada né,0
que absurdo. essa gente não tem escrupulos.,1
@user o cara abre a porra da porta como um colosso uma besta enjaulada como um gladiador como um leão como um destruidor de planetas,1
"@user kkjskakkkkkkkkkkkkkk po, do mesmo jeito melhoras pro teu amigo",0
primeiro treino feito,0
"rt @user já pode descer o pau em corintiano

ou ainda tá cedo?",1
rt @user para fazerem skins esses filhos da puta nunca estão quietos. para dar fix no jogo de merda deles é que não. https://t.co/htt…,1
"sou uma ótima amg, pqp",0
minha mãe e uor falou que estou comendo pra crlh e daqui a pouco eu estou enorme de gorda kkkkk,0
"cultura! antes, durante e depois. bora, gente! 
""se 茅 samba que eles querem, eu tenho!""",0
"namjoon, que vontade de lamber esse bra莽o pqp https://t.co/g7d3dfzwqp",0
só consigo lembrar da minha festa ano passado mané... vai toma no cu que festa foda e eu não acreditava que iria ficar daquele jeito... eu tenho os melhores crias do mundo!  https://t.co/pytwvavrz1,1
"sexta dessa minha mãe falando pra crl no meu ouvido, vou logo pra rua",0
@user @user eu ja falei porra,1
caralho q saudade q me deu,1
t谩 pegando a grazi agora q ela e gleisson terminam kkkk parab茅ns 鈥� n茫o fode kk https://t.co/dmwmlxns0z,0
bro eu ja queria ter chegado na dm de tanta gente da tl pra amigar mas sei que não vou conseguir manter uma conversa sem dizer o quanto eu quero dar furiosamente pro jongin,0
vou adquirir e ler,0
um dia vou ser linda também e postar um lomotif assim me aguardem,0
concordo plenamente... parabéns... amém.,0
@user @user me chama na dm que te faço de minha putinha,1
vcs são bandidos sua pilantra vcs roubaram saquearam o país,1
@user pq nao me destes nem um pouco da auto estima do marco?,0
o trailer da 5 temporada de peaky blinders pqp arthur shelby homem maravilhoso,0
parabéns querida deputada carla zambele você é dez,0
n entendo essa gente ai q n gosta do sul nem de sulista mas t谩 smp conversando cm algu茅m daqui,0
muito tudo pra uma foto só!!! ,0
"lamento seu jair, o amor venceu",0
"um tem a cara do outro,dois vagabundos,que roubaram e afundaram este país. dois caras de pau, ladrões...",1
@user ele queria nudes da alma mas eu só tinha foto do pau ,1
eu todo com meu sodexo kkkkk toda semana algu茅m diferente me devolvendo,0
"@user o cara é gordo,espera oq dele??? kkkkkkk",1
se esse menino soltar uma omba aqui eu vou dar um pau na cara dele,1
@user @user tnc kkkkk,1
"por isso que ssa senhora defende o pt, e ela me dá nojo.",1
"porra, vovó sônia arrasou no bife de fígado acebolado, e pra quem n gosta tô nem aí... ",1
"rt @user fds dred 
parabéns a nós https://t.co/z8sdqautj0",0
"ministra @damaresalvesoficial1 , ninguém atira pedras em árvores que não dão frutos. o que mais incomoda o ímpio é a retidão de seus passos.  fique com deus ",0
@user tudo filha da puta,1
@user @user @user @user @user @user fofocada.... kkkkkk,0
@user @user @user @user igualzinho pqp kkkkkkkkkkkkk,1
"parabéns professor ,vc merece.",0
@user vc eh lesbica e ponto final sua sapatao de merda (._.) '-',1
ai caralho kkkkkkkkkk,0
@user coerente com a filosofia do mal !,0
"caralho, vou voltar pro treino pra ver se aprendo a dar chute lindo desses",0
"esse congresso só trabalha contra o país. e por acaso são intocáveis? ninguém consegue fazer nada???? ninguém pode fazer nada? é isso??? estamos estamos refém de representantes #corruptos, que ao invés de olhar para o seu povo , só trabalham com viés políticos e para seus próprios umbigos. o presidente não tem poder para nada??? é isso mesmo???",1
mano... hoje é aniversário do meu filho mark lee????,0
"e ele ainda ficava agindo como se eu tivesse falando com o cu???? eu tava sendo super racional, calma e coerente",1
"meu deus que vergonha desses seres travestido de humanos! são as crias de lucifer, não tem outra explicação...",1
vergonha falso profeta...políticos bandidos..,1
ridicula e fraca jornalidta global.cultura alguma.conhecimento algum.repete o que lhe mandam.falta de caráter,1
@user vídeo game é minha rola ninguém quwr saber disso n,1
rt @user @user q porra é essa ?,1
comprei um shampoo e um condicionador vegan eu tô tão feliz :),0
"bombooou 

- meninas e meninos do meu twitter esse mês a @user grupo no qual eu faço parte vai soltar a música #snake 
então você que ta ligado no corre explana pra geralllll 

aproveita se increve no canal

 https://t.co/a2x8wjydve https://t.co/ajwq4vz23g",0
"@user porra com medo? estava distraído meu mano, deu sorte kkkkkk",1
@user tenho 22 anos e sou uma vitima deste lixo chamado paulo freire,1
@user para de viajar feio,1
@user pena de morte já para esses lixos assassinos confessos! gastar dinheiro com gente como essas aí é sim desperdício de quem paga a conta! não existe direitos humanos para pessoas assim e eu não sou bolsominion porra!,1
estamos vendo que  é a time afinal só olhar o dono. e como boa puxa saco de editor acha justo...precisa conhecer @boyanslat e entender o que é relevância de personalidade em meio ambiente mundial!,1
tá doendo que só a porra mas não vou estourar,1
rt @user nada melhor q a tranquilidade de saber que não tem bb na barriga né cara pqp,1
"vc é pessoa horrível joice, a pior d todas.. votei em vc por causa do presidente, não voto nunca mais para nada.",1
"mulher de garra, lutadora que não se deixa abater.
lutou durante 3 meses, passou por provas intensas, desgastantes pra se proteger! 

e se fez campeã do bbb 19

@user te amoo https://t.co/wp2sf7hgdf",0
só que carla você tem princípios e não se vendeu desta forma vergonhosa.não se compara você a está traíra,1
"fazer discurso forçado agora da prêmio, e ainda tem quem dê moral, vamo ver próxima eleição quem vai se escorar no presidente, de novo...",1
nunca vi homem fudido querer ter duas mulher ,1
tive a entrada mais épica nos carrinhos de choc ontem,0
"dei unf em uma/um tal de gil que um dos arianators mais tóxicos do site, nojo, estraga a porra do fandom",1
"minha ideologia é o brasil, deixa o povo ficar em silêncio...a esquerda toma conta e os oportunistas .",1
"@user a moça do supermercado tbm falou pra minha mãe ""ela anda toda na moda né, estilosinha"" 
eu olhei tipo ""ta me vendo aq moça!?""
e eu tenho quase 19",0
"eu não estou sabendo lidar com as contratações do meu time, pqp... ",1
"@user só quer gol e comemorar com a torcida agora kkkkkk
deita, puto",0
"[02/08/2019 15:00:44] let barreto: ainda bem que saudade 茅 coisa que da e passa
 [02/08/2019 15:01:01] let barreto: kkkkkk passou

mais mentirosa n existe",0
pena q vc não faz o mesmo,0
porra logo hoje o tempo decide fazer a linha do maluco馃檮,0
"não nos representam.
#nasruascontrastf",0
affs acordei hj cedo pra passar raiva pqp,1
gente na boa olha como bitw é legal hypem pra eu voltar a escrever vlw flw,0
"“maneira que eu me manifestei em relação ao presidente criou um constrangimento insustentável. então, eu serei exonerado”, disse ricardo galvão: https://t.co/qfz4mug5dd #globonews #edicao10",0
rt @user mana rivalidade por causa de homem é tão feio cancela ,0
"@user mano, 10 slides o meu dez 1o",0
@user cala te caralho,1
@carlosheflima porque está com déficit de 140 bilhões se pegou o caixa com mais de 50 bilhões positivo?,0
@user eu n to rindo de vc confia ! o do tom eh meu favorito tbm so n odeio totalmente o toby pq eu comecei a gostar do homem aranha por causa do filme dele mesmo mas o andrew eh q eu menos gosto . nao tem nada a ver com o peter ele eh puta descolado daora anda de skate,0
"parabéns, ex presidente inelegível. quem sabe no seu próximo aniversário vai comemorar na papuda. ",1
"@user @user pqp vcs s茫o foda bahea, parab茅ns mesmo de cora莽茫o",0
porra amar é cilada,0
@user @user nino para铆ba vai ver o cebolinha jogar a semifinal da tv馃槀馃槀,0
@user tem meu voto com toda certeza!! indicada merecidamente.,0
"@user lend谩rias, maior grupo dessa gera莽茫o!",0
@user @user @user eu mesmo fiquei abismado com isso. a porra da porta tem aqueles mecanismo pneumáticos,1
"essa menina não passa de massa de manobra, mas a esquerda adora um “ídolo” cabeça de vento.",1
"@user tem cheiro de merda, fede a merda, é o que? moro ja se pronunciou a respeito?!

de qualquer forma se bolsonaro  afirmou que a equipe de moro permaneceria, mudar agora é bastante comprometedor e merece cobrança. político mentiroso, usar a tática do deixa disso não rola!",0
parece tédio mas é só dor nas costas,0
"a periguete de volta !! não adianta a recauchutada , conhecemos sua índole!!! não será eleita para nada !",1
"minha mae as 6h30 da manha falando p eu n ir p escola pq ia ta escuro
em q lado do planeta vc ta linda",0
@user @user frente ampla,0
"eu odeio qdo uma pessoa caga p vc qdo vc quer algo e quando vê vc conhecendo/conversando com outra pessoa faz de tudo pra desmerecer o outro, se fudê",0
fui dar uma stalkeada básica e minha autoestima ta no chão kkkkkkkkkkkkkkkkkkkkkkk q inferno eu sou bonita mas essa desgraçada é mulher demais,1
caralho mano a terapia de hoje quase eu morro de tanto chorar. eu amo esses dias assim!,0
foi um lixo pra mim,1
rt @user minha voz no áudio é ridícula kkkkkkkkkkkkkkkk,0
"q pesado, você é perigosa mesmo hein kkkkkkkkkkkk",0
vc me representa deputada benedita,0
"a gente finge que não tem ciúmes, mas é cada surto interno.",0
"@user @user esses punks de boutique, apoiadores da extrema direita e a favor de estado repressor me causam risos.



agora vai lá, diz que ""joão gordo traiu o movimento!""",0
"como que fica sem maconha nesse tempo, maicon sumiu mulk fdp",1
#somostodosdamares deus te honre guerreira ,0
parabéns exelencia nosso futuro presidente e nos tamos juntos companheiro abraço brigado,0
personalidade do ano isso é uma vergonha essa pirralha só fala fala e mas nada,1
pra cima!!!!  deus te abençoe sempre!,0
parabéns aos pobres de direita,1
"e que discurso meu deus, orgulhosa",0
"o brasil que vcs estão preparando é um no fundo do poço, deixam o país nas desgraças como sempre e depois vende ilusão de consertar o que vcs mesmo estão acabando, seus incompetentes",1
@user que horror mano que ridículo,1
eu digo que quero esse livro de 60 paginas sobre o trench mas nao tenho intelecto suficiente pra ler provavelmente nao entenderia nada,0
anda por aí muito filho da puta à solta...,1
@user @user filha da puta eu to perto da minha vó,1
não se cansam. fazer o quê? ,0
"malu: gente levem 1/2 de carne 
ana: slc vou levar 2 kilos de carne 
kkkkkkkkkkkkkkkkk burra demais fei",1
"@user @user @user não, moça, e nem preciso ser. eu apenas tenho discernimento e educação para interpretar informações e formar uma opinião crítica com bases em fatos e não em achismos. na vida a gente não pode só ser gado que segue o fluxo da ignorância, sabe? fica a dica",0
@user até quando vamos ter que suportar esse entregador de coletes? pqp,1
@user @user @user você deveria estar presa só pelo fato de defender bandido!,1
abatam esse verme!,1
 esse vídeo ganhou meu ,0
"@user amiga somos gêmeas, até apelido temos igual
como que faz",0
"parabéns , joice ! uma parlamentar , e principalmente , uma brasileira que o brasil não precisa ! que ser humano feio é vc . depois não quer que sua família passe vergonha porcausa de vc. triste !",1
"@user meu camarada,você é sinistro!",0
mantra do dia: pau no seu cu e foda-se,1
rt @user acabei de ver um trailer de 13why da terceira temporada mas que porra que tão fazendo com essa série que deveria ter parado na…,1
que isso não seja mais uma das vergonhas de cwb pelamor,0
"@user se foder pedrao, bagulho ridículo",1
"ela é divaaaa do jornalismo, sou fã da leda",0
e a mp da enfermagem como fica?,0
casa dia mais feia. pqp,1
@user vc ta dizendo isso pq vc é um robo ne para de me enganar seu bot lixo kid,1
"o mundo tá cheio de gay, não tem necessidade alguma de dar moral pra esses héteros de taubaté que ficam traindo as namoradas.",0
"vc é o marido dela e ela é sua esposa, sua rainha, com vc ela faz amor, sexo anal com vc somente uma vez no mes, mas com ele ahh ele é o macho dela, ela é a puta dele, o rabo dela vira flor na vara dele. https://t.co/vakkltddc6",1
a imprensa está podre.,1
essas porra que apoia bandido traficante tem mais que tudo se fuder por isso que essa porra desse brasil ta desse jeito por causa de pessoas merdas como elas,1
bolsonaro e um bandido não sei que esta fazendo esses politico que não caça esse torturador e condena ele por criminoso de guerra.,1
"exclusivo: antigo relator, presidente do tcu decretou sigilo e considerou “falta de sensatez” auditoria em passagens no stf https://t.co/ffeezcpitm",0
"o corinthians se classificou pras quartas de final da sul-americana e do nada brotou palmeirenses desmerecendo a competição.

os mesmos torcedores que choram até hoje por um ""paulistinha"" em 2018.

a rivalzada está mais confiante no título do corinthians do que eu",0
tu ajuda ajuda e tomaa no cu,1
"vaca falando, não sabe concatenar duas vogais ",1
"@user mahevinhaaaaa
q saudades de vc... 
e q coincidência! tbm estou querendo uma namorada, sabia? podemos um resolver o problema do outro, oq acha? ",0
"rt @user vem pra mata comigo , vou te mostrar meu pau brasil  https://t.co/0a0tzp58u2",1
rt @user demorei pra entender https://t.co/nmhuuzjhxx,0
"""parem de desmerecer que esta tentando acertar"" ele nao ta tentando acertar ele ta tentando (e conseguindo) ganhar dinheiro  https://t.co/7en36zqnf7",0
"querido diário... comecei a ler polemic agora e estou com raiva do pai do jungkook, ele é chato pra caralho, velhote nojento, homofóbico... devo mudar esse sentimento ruim ou ele vai mudar?

#rebulicoquente
https://t.co/tee8ogou9r",1
"@user @user @user @user @user @user rapaz, falo por me.. n falei nada mais pra ser chamado de escroto.",0
arrepiei no final ,0
"mano, a pessoa tem uma capacidade de duvidar e desconfiar de tudo que eu falo puta que pariu velho",1
rt @user @user pqp same,1
"@user ah, então não sei não kkk",0
sera que só eu acho que ta passando da hora de um impeachment pra tirar esse cara?,0
"rt @user eu e quem 
n precisa ser namorado só queria uma companhia p fzer vídeo assim msm https://t.co/mktycwvsru",0
e eu aq querendo ser uma sapatão,1
"que delicia  de buceta
que peitos mais gostoso de chupar",1
"a mãe ainda ri. que merda de gente, cara!",1
"está havendo uma forte censura por parte das redes sociais contra os canais de direita.

um espaço que deveria ser plural não está dando oportunidade para opiniões diversas. é lamentável, viu...",0
dormi demais pqp,1
porra irmao dia mais feliz da minha vida puta que pariu eu quase infartei 99999 vezes. so de lembrar ja ate arrepia pqp,0
@jason_s_santana imagina se colocam algum artista que apoia o pt pra fazer essa pergunta!???,0
"pra quem é de mercado e conhece o tamanho do desastre que pode acontecer caso macri não vença as eleições sabe o porquê do massacre com a moeda argentina hoje, o mundo não tolera fracassados, não tolera esquerdistas bandidos!!! deus salve a argentina! hoje foi um recado do planeta terra para ela!",1
isso me da uma dor de barriga tão fudida que pqp,0
"rt @user ""jovens, está na hora de vocês se revoltarem!"" @user #flipop #pausanaflipop",0
@user bom dia flor do dia,0
essa bancada é do ,1
é sério isso? invasão da alemanha nazista na polônia?,0
